model,task,clf,metric,fold,score_cv,k
esmc_600M,localization_class,MLP,f1_macro,10,0.5223,15
esmc_600M,localization_class,MLP,f1_macro,11,0.5772,15
esmc_600M,localization_class,MLP,f1_macro,12,0.4442,15
esmc_600M,localization_class,MLP,f1_macro,13,0.4625,15
esmc_600M,localization_class,MLP,f1_macro,14,0.4115,15
esmc_600M,species_label,LogReg,f1_macro,0,0.8444,15
esmc_600M,species_label,LogReg,f1_macro,1,0.8472,15
esmc_600M,species_label,LogReg,f1_macro,2,0.896,15
esmc_600M,species_label,LogReg,f1_macro,3,0.8272,15
esmc_600M,species_label,LogReg,f1_macro,4,0.9591,15
esmc_600M,species_label,LogReg,f1_macro,5,0.6667,15
esmc_600M,species_label,LogReg,f1_macro,6,0.7597,15
esmc_600M,species_label,LogReg,f1_macro,7,0.9143,15
esmc_600M,species_label,LogReg,f1_macro,8,0.9222,15
esmc_600M,species_label,LogReg,f1_macro,9,0.7381,15
esmc_600M,species_label,LogReg,f1_macro,10,0.8042,15
esmc_600M,species_label,LogReg,f1_macro,11,0.841,15
esmc_600M,species_label,LogReg,f1_macro,12,0.7865,15
esmc_600M,species_label,LogReg,f1_macro,13,0.6625,15
esmc_600M,species_label,LogReg,f1_macro,14,0.8434,15
esmc_600M,species_label,RF,f1_macro,0,0.6071,15
esmc_600M,species_label,RF,f1_macro,1,0.6878,15
esmc_600M,species_label,RF,f1_macro,2,0.9035,15
esmc_600M,species_label,RF,f1_macro,3,0.4268,15
esmc_600M,species_label,RF,f1_macro,4,0.9591,15
esmc_600M,species_label,RF,f1_macro,5,0.6518,15
esmc_600M,species_label,RF,f1_macro,6,1.0,15
esmc_600M,species_label,RF,f1_macro,7,0.9524,15
esmc_600M,species_label,RF,f1_macro,8,0.9222,15
esmc_600M,species_label,RF,f1_macro,9,0.6916,15
esmc_600M,species_label,RF,f1_macro,10,0.9511,15
esmc_600M,species_label,RF,f1_macro,11,0.6786,15
esmc_600M,species_label,RF,f1_macro,12,0.6786,15
esmc_600M,species_label,RF,f1_macro,13,0.7091,15
esmc_600M,species_label,RF,f1_macro,14,0.7595,15
esmc_600M,species_label,MLP,f1_macro,0,0.9222,15
esmc_600M,species_label,MLP,f1_macro,1,0.6878,15
esmc_600M,species_label,MLP,f1_macro,2,0.9353,15
esmc_600M,species_label,MLP,f1_macro,3,0.8272,15
esmc_600M,species_label,MLP,f1_macro,4,0.9591,15
esmc_600M,species_label,MLP,f1_macro,5,0.9222,15
esmc_600M,species_label,MLP,f1_macro,6,0.7235,15
esmc_600M,species_label,MLP,f1_macro,7,0.7105,15
esmc_600M,species_label,MLP,f1_macro,8,0.6263,15
esmc_600M,species_label,MLP,f1_macro,9,0.7381,15
esmc_600M,species_label,MLP,f1_macro,10,0.9187,15
esmc_600M,species_label,MLP,f1_macro,11,0.725,15
esmc_600M,species_label,MLP,f1_macro,12,0.856,15
esmc_600M,species_label,MLP,f1_macro,13,0.6272,15
esmc_600M,species_label,MLP,f1_macro,14,0.856,15
esmc_600M,tm_label,LogReg,mcc,0,0.2699,15
esmc_600M,tm_label,LogReg,mcc,1,0.4568,15
esmc_600M,tm_label,LogReg,mcc,2,0.0479,15
esmc_600M,tm_label,LogReg,mcc,3,0.3483,15
esmc_600M,tm_label,LogReg,mcc,4,0.5049,15
esmc_600M,tm_label,LogReg,mcc,5,0.2699,15
esmc_600M,tm_label,LogReg,mcc,6,0.131,15
esmc_600M,tm_label,LogReg,mcc,7,0.3048,15
esmc_600M,tm_label,LogReg,mcc,8,0.2093,15
esmc_600M,tm_label,LogReg,mcc,9,0.1298,15
esmc_600M,tm_label,LogReg,mcc,10,0.4045,15
esmc_600M,tm_label,LogReg,mcc,11,0.2687,15
esmc_600M,tm_label,LogReg,mcc,12,0.4045,15
esmc_600M,tm_label,LogReg,mcc,13,0.5649,15
esmc_600M,tm_label,LogReg,mcc,14,0.2394,15
esmc_600M,tm_label,RF,mcc,0,0.0,15
esmc_600M,tm_label,RF,mcc,1,0.0,15
esmc_600M,tm_label,RF,mcc,2,0.0,15
esmc_600M,tm_label,RF,mcc,3,0.0,15
esmc_600M,tm_label,RF,mcc,4,0.0,15
esmc_600M,tm_label,RF,mcc,5,0.0,15
esmc_600M,tm_label,RF,mcc,6,0.0,15
esmc_600M,tm_label,RF,mcc,7,0.0,15
esmc_600M,tm_label,RF,mcc,8,0.0,15
esmc_600M,tm_label,RF,mcc,9,0.0,15
esmc_600M,tm_label,RF,mcc,10,0.0,15
esmc_600M,tm_label,RF,mcc,11,0.0,15
esmc_600M,tm_label,RF,mcc,12,0.0,15
esmc_600M,tm_label,RF,mcc,13,0.0,15
esmc_600M,tm_label,RF,mcc,14,0.0,15
esmc_600M,tm_label,MLP,mcc,0,0.0,15
esmc_600M,tm_label,MLP,mcc,1,0.2818,15
esmc_600M,tm_label,MLP,mcc,2,0.0,15
esmc_600M,tm_label,MLP,mcc,3,0.0,15
esmc_600M,tm_label,MLP,mcc,4,0.2818,15
esmc_600M,tm_label,MLP,mcc,5,0.6167,15
esmc_600M,tm_label,MLP,mcc,6,0.0,15
esmc_600M,tm_label,MLP,mcc,7,0.0,15
esmc_600M,tm_label,MLP,mcc,8,-0.0379,15
esmc_600M,tm_label,MLP,mcc,9,0.2812,15
esmc_600M,tm_label,MLP,mcc,10,0.0,15
esmc_600M,tm_label,MLP,mcc,11,0.0,15
esmc_600M,tm_label,MLP,mcc,12,0.4323,15
esmc_600M,tm_label,MLP,mcc,13,0.4323,15
esmc_600M,tm_label,MLP,mcc,14,0.0,15
esmc_600M,disorder_global,LogReg,mcc,0,0.3536,15
esmc_600M,disorder_global,LogReg,mcc,1,0.2305,15
esmc_600M,disorder_global,LogReg,mcc,2,0.2009,15
esmc_600M,disorder_global,LogReg,mcc,3,0.1687,15
esmc_600M,disorder_global,LogReg,mcc,4,0.0442,15
esmc_600M,disorder_global,LogReg,mcc,5,0.3229,15
esmc_600M,disorder_global,LogReg,mcc,6,0.509,15
esmc_600M,disorder_global,LogReg,mcc,7,0.2352,15
esmc_600M,disorder_global,LogReg,mcc,8,0.3241,15
esmc_600M,disorder_global,LogReg,mcc,9,0.1695,15
esmc_600M,disorder_global,LogReg,mcc,10,0.2029,15
esmc_600M,disorder_global,LogReg,mcc,11,0.2614,15
esmc_600M,disorder_global,LogReg,mcc,12,0.2056,15
esmc_600M,disorder_global,LogReg,mcc,13,0.25,15
esmc_600M,disorder_global,LogReg,mcc,14,0.441,15
esmc_600M,disorder_global,RF,mcc,0,0.2311,15
esmc_600M,disorder_global,RF,mcc,1,0.0152,15
esmc_600M,disorder_global,RF,mcc,2,0.294,15
esmc_600M,disorder_global,RF,mcc,3,0.3536,15
esmc_600M,disorder_global,RF,mcc,4,0.3229,15
esmc_600M,disorder_global,RF,mcc,5,0.5076,15
esmc_600M,disorder_global,RF,mcc,6,0.3306,15
esmc_600M,disorder_global,RF,mcc,7,0.2327,15
esmc_600M,disorder_global,RF,mcc,8,0.3306,15
esmc_600M,disorder_global,RF,mcc,9,0.0448,15
esmc_600M,disorder_global,RF,mcc,10,0.2387,15
esmc_600M,disorder_global,RF,mcc,11,0.4505,15
esmc_600M,disorder_global,RF,mcc,12,0.3305,15
esmc_600M,disorder_global,RF,mcc,13,0.1563,15
esmc_600M,disorder_global,RF,mcc,14,0.4064,15
esmc_600M,disorder_global,MLP,mcc,0,0.1998,15
esmc_600M,disorder_global,MLP,mcc,1,0.2303,15
esmc_600M,disorder_global,MLP,mcc,2,0.446,15
esmc_600M,disorder_global,MLP,mcc,3,0.2612,15
esmc_600M,disorder_global,MLP,mcc,4,0.1994,15
esmc_600M,disorder_global,MLP,mcc,5,0.3266,15
esmc_600M,disorder_global,MLP,mcc,6,0.2924,15
esmc_600M,disorder_global,MLP,mcc,7,0.3015,15
esmc_600M,disorder_global,MLP,mcc,8,0.2638,15
esmc_600M,disorder_global,MLP,mcc,9,0.1382,15
esmc_600M,disorder_global,MLP,mcc,10,0.3071,15
esmc_600M,disorder_global,MLP,mcc,11,0.399,15
esmc_600M,disorder_global,MLP,mcc,12,0.2009,15
esmc_600M,disorder_global,MLP,mcc,13,0.0626,15
esmc_600M,disorder_global,MLP,mcc,14,0.3131,15
esmc_600M,acc_mean,LogReg,mcc,0,0.7555,15
esmc_600M,acc_mean,LogReg,mcc,1,0.6315,15
esmc_600M,acc_mean,LogReg,mcc,2,0.8153,15
esmc_600M,acc_mean,LogReg,mcc,3,0.6981,15
esmc_600M,acc_mean,LogReg,mcc,4,0.6307,15
esmc_600M,acc_mean,LogReg,mcc,5,0.7555,15
esmc_600M,acc_mean,LogReg,mcc,6,0.6315,15
esmc_600M,acc_mean,LogReg,mcc,7,0.6648,15
esmc_600M,acc_mean,LogReg,mcc,8,0.7232,15
esmc_600M,acc_mean,LogReg,mcc,9,0.6702,15
esmc_600M,acc_mean,LogReg,mcc,10,0.6763,15
esmc_600M,acc_mean,LogReg,mcc,11,0.7555,15
esmc_600M,acc_mean,LogReg,mcc,12,0.6322,15
esmc_600M,acc_mean,LogReg,mcc,13,0.5636,15
esmc_600M,acc_mean,LogReg,mcc,14,0.594,15
esmc_600M,acc_mean,RF,mcc,0,0.5528,15
esmc_600M,acc_mean,RF,mcc,1,0.5388,15
esmc_600M,acc_mean,RF,mcc,2,0.7555,15
esmc_600M,acc_mean,RF,mcc,3,0.7232,15
esmc_600M,acc_mean,RF,mcc,4,0.5413,15
esmc_600M,acc_mean,RF,mcc,5,0.6619,15
esmc_600M,acc_mean,RF,mcc,6,0.5698,15
esmc_600M,acc_mean,RF,mcc,7,0.6315,15
esmc_600M,acc_mean,RF,mcc,8,0.6616,15
esmc_600M,acc_mean,RF,mcc,9,0.5691,15
esmc_600M,acc_mean,RF,mcc,10,0.6019,15
esmc_600M,acc_mean,RF,mcc,11,0.5779,15
esmc_600M,acc_mean,RF,mcc,12,0.54,15
esmc_600M,acc_mean,RF,mcc,13,0.5964,15
esmc_600M,acc_mean,RF,mcc,14,0.7191,15
esmc_600M,acc_mean,MLP,mcc,0,0.5706,15
esmc_600M,acc_mean,MLP,mcc,1,0.7257,15
esmc_600M,acc_mean,MLP,mcc,2,0.7235,15
esmc_600M,acc_mean,MLP,mcc,3,0.7257,15
esmc_600M,acc_mean,MLP,mcc,4,0.509,15
esmc_600M,acc_mean,MLP,mcc,5,0.6648,15
esmc_600M,acc_mean,MLP,mcc,6,0.5151,15
esmc_600M,acc_mean,MLP,mcc,7,0.8495,15
esmc_600M,acc_mean,MLP,mcc,8,0.6,15
esmc_600M,acc_mean,MLP,mcc,9,0.603,15
esmc_600M,acc_mean,MLP,mcc,10,0.7257,15
esmc_600M,acc_mean,MLP,mcc,11,0.7591,15
esmc_600M,acc_mean,MLP,mcc,12,0.5413,15
esmc_600M,acc_mean,MLP,mcc,13,0.6888,15
esmc_600M,acc_mean,MLP,mcc,14,0.6644,15
esmc_600M,aggregation_score,LogReg,mcc,0,0.7235,15
esmc_600M,aggregation_score,LogReg,mcc,1,0.6307,15
esmc_600M,aggregation_score,LogReg,mcc,2,0.3561,15
esmc_600M,aggregation_score,LogReg,mcc,3,0.6019,15
esmc_600M,aggregation_score,LogReg,mcc,4,0.5388,15
esmc_600M,aggregation_score,LogReg,mcc,5,0.6322,15
esmc_600M,aggregation_score,LogReg,mcc,6,0.4773,15
esmc_600M,aggregation_score,LogReg,mcc,7,0.4474,15
esmc_600M,aggregation_score,LogReg,mcc,8,0.5388,15
esmc_600M,aggregation_score,LogReg,mcc,9,0.4157,15
esmc_600M,aggregation_score,LogReg,mcc,10,0.4474,15
esmc_600M,aggregation_score,LogReg,mcc,11,0.509,15
esmc_600M,aggregation_score,LogReg,mcc,12,0.4838,15
esmc_600M,aggregation_score,LogReg,mcc,13,0.4708,15
esmc_600M,aggregation_score,LogReg,mcc,14,0.4384,15
esmc_600M,aggregation_score,RF,mcc,0,0.603,15
esmc_600M,aggregation_score,RF,mcc,1,0.3242,15
esmc_600M,aggregation_score,RF,mcc,2,0.4484,15
esmc_600M,aggregation_score,RF,mcc,3,0.4941,15
esmc_600M,aggregation_score,RF,mcc,4,0.4162,15
esmc_600M,aggregation_score,RF,mcc,5,0.4773,15
esmc_600M,aggregation_score,RF,mcc,6,0.3863,15
esmc_600M,aggregation_score,RF,mcc,7,0.3229,15
esmc_600M,aggregation_score,RF,mcc,8,0.4505,15
esmc_600M,aggregation_score,RF,mcc,9,0.2944,15
esmc_600M,aggregation_score,RF,mcc,10,0.3242,15
esmc_600M,aggregation_score,RF,mcc,11,0.4838,15
esmc_600M,aggregation_score,RF,mcc,12,0.2926,15
esmc_600M,aggregation_score,RF,mcc,13,0.4518,15
esmc_600M,aggregation_score,RF,mcc,14,0.5,15
esmc_600M,aggregation_score,MLP,mcc,0,0.6702,15
esmc_600M,aggregation_score,MLP,mcc,1,0.49,15
esmc_600M,aggregation_score,MLP,mcc,2,0.5388,15
esmc_600M,aggregation_score,MLP,mcc,3,0.4581,15
esmc_600M,aggregation_score,MLP,mcc,4,0.4781,15
esmc_600M,aggregation_score,MLP,mcc,5,0.603,15
esmc_600M,aggregation_score,MLP,mcc,6,0.4157,15
esmc_600M,aggregation_score,MLP,mcc,7,0.2926,15
esmc_600M,aggregation_score,MLP,mcc,8,0.5727,15
esmc_600M,aggregation_score,MLP,mcc,9,0.3846,15
esmc_600M,aggregation_score,MLP,mcc,10,0.6307,15
esmc_600M,aggregation_score,MLP,mcc,11,0.5706,15
esmc_600M,aggregation_score,MLP,mcc,12,0.3886,15
esmc_600M,aggregation_score,MLP,mcc,13,0.3757,15
esmc_600M,aggregation_score,MLP,mcc,14,0.6566,15
ankh2_large,fold_label,LogReg,f1_macro,0,0.8312,15
ankh2_large,fold_label,LogReg,f1_macro,1,0.8916,15
ankh2_large,fold_label,LogReg,f1_macro,2,0.684,15
ankh2_large,fold_label,LogReg,f1_macro,3,0.8209,15
ankh2_large,fold_label,LogReg,f1_macro,4,0.7536,15
ankh2_large,fold_label,LogReg,f1_macro,5,0.6875,15
ankh2_large,fold_label,LogReg,f1_macro,6,0.6638,15
ankh2_large,fold_label,LogReg,f1_macro,7,0.7054,15
ankh2_large,fold_label,LogReg,f1_macro,8,0.77,15
ankh2_large,fold_label,LogReg,f1_macro,9,0.684,15
ankh2_large,fold_label,LogReg,f1_macro,10,0.5943,15
ankh2_large,fold_label,LogReg,f1_macro,11,0.7217,15
ankh2_large,fold_label,LogReg,f1_macro,12,0.7059,15
ankh2_large,fold_label,LogReg,f1_macro,13,0.616,15
ankh2_large,fold_label,LogReg,f1_macro,14,0.7577,15
ankh2_large,fold_label,RF,f1_macro,0,0.6383,15
ankh2_large,fold_label,RF,f1_macro,1,0.5441,15
ankh2_large,fold_label,RF,f1_macro,2,0.5426,15
ankh2_large,fold_label,RF,f1_macro,3,0.4119,15
ankh2_large,fold_label,RF,f1_macro,4,0.5537,15
ankh2_large,fold_label,RF,f1_macro,5,0.5032,15
ankh2_large,fold_label,RF,f1_macro,6,0.428,15
ankh2_large,fold_label,RF,f1_macro,7,0.5197,15
ankh2_large,fold_label,RF,f1_macro,8,0.4885,15
ankh2_large,fold_label,RF,f1_macro,9,0.4141,15
ankh2_large,fold_label,RF,f1_macro,10,0.5209,15
ankh2_large,fold_label,RF,f1_macro,11,0.5838,15
ankh2_large,fold_label,RF,f1_macro,12,0.5092,15
ankh2_large,fold_label,RF,f1_macro,13,0.4545,15
ankh2_large,fold_label,RF,f1_macro,14,0.3652,15
ankh2_large,fold_label,MLP,f1_macro,0,0.9042,15
ankh2_large,fold_label,MLP,f1_macro,1,0.7475,15
ankh2_large,fold_label,MLP,f1_macro,2,0.6881,15
ankh2_large,fold_label,MLP,f1_macro,3,0.7023,15
ankh2_large,fold_label,MLP,f1_macro,4,0.6267,15
ankh2_large,fold_label,MLP,f1_macro,5,0.7729,15
ankh2_large,fold_label,MLP,f1_macro,6,0.6428,15
ankh2_large,fold_label,MLP,f1_macro,7,0.6106,15
ankh2_large,fold_label,MLP,f1_macro,8,0.6246,15
ankh2_large,fold_label,MLP,f1_macro,9,0.729,15
ankh2_large,fold_label,MLP,f1_macro,10,0.6988,15
ankh2_large,fold_label,MLP,f1_macro,11,0.6432,15
ankh2_large,fold_label,MLP,f1_macro,12,0.7157,15
ankh2_large,fold_label,MLP,f1_macro,13,0.5959,15
ankh2_large,fold_label,MLP,f1_macro,14,0.6483,15
ankh2_large,localization_class,LogReg,f1_macro,0,0.477,15
ankh2_large,localization_class,LogReg,f1_macro,1,0.4958,15
ankh2_large,localization_class,LogReg,f1_macro,2,0.5451,15
ankh2_large,localization_class,LogReg,f1_macro,3,0.5271,15
ankh2_large,localization_class,LogReg,f1_macro,4,0.3422,15
ankh2_large,localization_class,LogReg,f1_macro,5,0.6358,15
ankh2_large,localization_class,LogReg,f1_macro,6,0.4558,15
ankh2_large,localization_class,LogReg,f1_macro,7,0.6221,15
ankh2_large,localization_class,LogReg,f1_macro,8,0.5276,15
ankh2_large,localization_class,LogReg,f1_macro,9,0.3646,15
ankh2_large,localization_class,LogReg,f1_macro,10,0.5997,15
ankh2_large,localization_class,LogReg,f1_macro,11,0.5219,15
ankh2_large,localization_class,LogReg,f1_macro,12,0.5221,15
ankh2_large,localization_class,LogReg,f1_macro,13,0.5204,15
ankh2_large,localization_class,LogReg,f1_macro,14,0.6248,15
ankh2_large,localization_class,RF,f1_macro,0,0.3589,15
ankh2_large,localization_class,RF,f1_macro,1,0.2889,15
ankh2_large,localization_class,RF,f1_macro,2,0.3137,15
ankh2_large,localization_class,RF,f1_macro,3,0.3397,15
ankh2_large,localization_class,RF,f1_macro,4,0.1067,15
ankh2_large,localization_class,RF,f1_macro,5,0.3789,15
ankh2_large,localization_class,RF,f1_macro,6,0.3189,15
ankh2_large,localization_class,RF,f1_macro,7,0.4334,15
ankh2_large,localization_class,RF,f1_macro,8,0.4202,15
ankh2_large,localization_class,RF,f1_macro,9,0.3189,15
ankh2_large,localization_class,RF,f1_macro,10,0.3903,15
ankh2_large,localization_class,RF,f1_macro,11,0.1841,15
ankh2_large,localization_class,RF,f1_macro,12,0.3828,15
ankh2_large,localization_class,RF,f1_macro,13,0.1848,15
ankh2_large,localization_class,RF,f1_macro,14,0.2073,15
ankh2_large,localization_class,MLP,f1_macro,0,0.4461,15
ankh2_large,localization_class,MLP,f1_macro,1,0.3622,15
ankh2_large,localization_class,MLP,f1_macro,2,0.4693,15
ankh2_large,localization_class,MLP,f1_macro,3,0.3562,15
ankh2_large,localization_class,MLP,f1_macro,4,0.346,15
ankh2_large,localization_class,MLP,f1_macro,5,0.6435,15
ankh2_large,localization_class,MLP,f1_macro,6,0.4749,15
ankh2_large,localization_class,MLP,f1_macro,7,0.6833,15
ankh2_large,localization_class,MLP,f1_macro,8,0.47,15
ankh2_large,localization_class,MLP,f1_macro,9,0.4457,15
ankh2_large,localization_class,MLP,f1_macro,10,0.5862,15
ankh2_large,localization_class,MLP,f1_macro,11,0.3441,15
ankh2_large,localization_class,MLP,f1_macro,12,0.5737,15
ankh2_large,localization_class,MLP,f1_macro,13,0.5055,15
ankh2_large,localization_class,MLP,f1_macro,14,0.5328,15
ankh2_large,species_label,LogReg,f1_macro,0,0.6045,15
ankh2_large,species_label,LogReg,f1_macro,1,0.8472,15
ankh2_large,species_label,LogReg,f1_macro,2,0.8639,15
ankh2_large,species_label,LogReg,f1_macro,3,0.5972,15
ankh2_large,species_label,LogReg,f1_macro,4,0.902,15
ankh2_large,species_label,LogReg,f1_macro,5,0.7924,15
ankh2_large,species_label,LogReg,f1_macro,6,0.8225,15
ankh2_large,species_label,LogReg,f1_macro,7,0.7868,15
ankh2_large,species_label,LogReg,f1_macro,8,1.0,15
ankh2_large,species_label,LogReg,f1_macro,9,0.5269,15
ankh2_large,species_label,LogReg,f1_macro,10,0.85,15
ankh2_large,species_label,LogReg,f1_macro,11,0.856,15
ankh2_large,species_label,LogReg,f1_macro,12,0.7865,15
ankh2_large,species_label,LogReg,f1_macro,13,0.4722,15
ankh2_large,species_label,LogReg,f1_macro,14,0.881,15
ankh2_large,species_label,RF,f1_macro,0,0.2381,15
ankh2_large,species_label,RF,f1_macro,1,0.2589,15
ankh2_large,species_label,RF,f1_macro,2,0.3832,15
ankh2_large,species_label,RF,f1_macro,3,0.2589,15
ankh2_large,species_label,RF,f1_macro,4,0.5587,15
ankh2_large,species_label,RF,f1_macro,5,0.3304,15
ankh2_large,species_label,RF,f1_macro,6,0.3939,15
ankh2_large,species_label,RF,f1_macro,7,0.625,15
ankh2_large,species_label,RF,f1_macro,8,0.625,15
ankh2_large,species_label,RF,f1_macro,9,0.2798,15
ankh2_large,species_label,RF,f1_macro,10,0.3168,15
ankh2_large,species_label,RF,f1_macro,11,0.18,15
ankh2_large,species_label,RF,f1_macro,12,0.3623,15
ankh2_large,species_label,RF,f1_macro,13,0.279,15
ankh2_large,species_label,RF,f1_macro,14,0.1875,15
ankh2_large,species_label,MLP,f1_macro,0,0.5667,15
ankh2_large,species_label,MLP,f1_macro,1,0.6806,15
ankh2_large,species_label,MLP,f1_macro,2,0.8639,15
ankh2_large,species_label,MLP,f1_macro,3,0.4216,15
ankh2_large,species_label,MLP,f1_macro,4,0.7556,15
ankh2_large,species_label,MLP,f1_macro,5,0.6139,15
ankh2_large,species_label,MLP,f1_macro,6,0.7278,15
ankh2_large,species_label,MLP,f1_macro,7,0.6856,15
ankh2_large,species_label,MLP,f1_macro,8,0.6341,15
ankh2_large,species_label,MLP,f1_macro,9,0.5269,15
ankh2_large,species_label,MLP,f1_macro,10,0.6429,15
ankh2_large,species_label,MLP,f1_macro,11,0.55,15
ankh2_large,species_label,MLP,f1_macro,12,0.4472,15
ankh2_large,species_label,MLP,f1_macro,13,0.5944,15
ankh2_large,species_label,MLP,f1_macro,14,0.276,15
ankh2_large,tm_label,LogReg,mcc,0,0.4858,15
ankh2_large,tm_label,LogReg,mcc,1,0.3483,15
ankh2_large,tm_label,LogReg,mcc,2,0.2101,15
ankh2_large,tm_label,LogReg,mcc,3,0.4858,15
ankh2_large,tm_label,LogReg,mcc,4,0.4858,15
ankh2_large,tm_label,LogReg,mcc,5,0.7049,15
ankh2_large,tm_label,LogReg,mcc,6,-0.0532,15
ankh2_large,tm_label,LogReg,mcc,7,0.4171,15
ankh2_large,tm_label,LogReg,mcc,8,0.4323,15
ankh2_large,tm_label,LogReg,mcc,9,0.5649,15
ankh2_large,tm_label,LogReg,mcc,10,0.4853,15
ankh2_large,tm_label,LogReg,mcc,11,0.3038,15
ankh2_large,tm_label,LogReg,mcc,12,0.6456,15
ankh2_large,tm_label,LogReg,mcc,13,0.5041,15
ankh2_large,tm_label,LogReg,mcc,14,0.2093,15
ankh2_large,tm_label,RF,mcc,0,0.0,15
ankh2_large,tm_label,RF,mcc,1,0.0,15
ankh2_large,tm_label,RF,mcc,2,0.0,15
ankh2_large,tm_label,RF,mcc,3,0.0,15
ankh2_large,tm_label,RF,mcc,4,0.0,15
ankh2_large,tm_label,RF,mcc,5,0.0,15
ankh2_large,tm_label,RF,mcc,6,0.0,15
ankh2_large,tm_label,RF,mcc,7,0.0,15
ankh2_large,tm_label,RF,mcc,8,0.0,15
ankh2_large,tm_label,RF,mcc,9,0.0,15
ankh2_large,tm_label,RF,mcc,10,0.0,15
ankh2_large,tm_label,RF,mcc,11,0.0,15
ankh2_large,tm_label,RF,mcc,12,0.0,15
ankh2_large,tm_label,RF,mcc,13,0.0,15
ankh2_large,tm_label,RF,mcc,14,0.0,15
ankh2_large,tm_label,MLP,mcc,0,0.0,15
ankh2_large,tm_label,MLP,mcc,1,0.0,15
ankh2_large,tm_label,MLP,mcc,2,0.0,15
ankh2_large,tm_label,MLP,mcc,3,-0.0373,15
ankh2_large,tm_label,MLP,mcc,4,0.0,15
ankh2_large,tm_label,MLP,mcc,5,0.0,15
ankh2_large,tm_label,MLP,mcc,6,0.0,15
ankh2_large,tm_label,MLP,mcc,7,0.0,15
ankh2_large,tm_label,MLP,mcc,8,0.0,15
ankh2_large,tm_label,MLP,mcc,9,0.0,15
