model,task,clf,metric,fold,score_cv,k
ankh2_large,tm_label,MLP,mcc,10,0.0,15
ankh2_large,tm_label,MLP,mcc,11,0.0,15
ankh2_large,tm_label,MLP,mcc,12,0.0,15
ankh2_large,tm_label,MLP,mcc,13,0.0,15
ankh2_large,tm_label,MLP,mcc,14,0.0,15
ankh2_large,disorder_global,LogReg,mcc,0,0.4474,15
ankh2_large,disorder_global,LogReg,mcc,1,0.2311,15
ankh2_large,disorder_global,LogReg,mcc,2,0.2303,15
ankh2_large,disorder_global,LogReg,mcc,3,0.1383,15
ankh2_large,disorder_global,LogReg,mcc,4,0.268,15
ankh2_large,disorder_global,LogReg,mcc,5,0.2626,15
ankh2_large,disorder_global,LogReg,mcc,6,0.3242,15
ankh2_large,disorder_global,LogReg,mcc,7,0.3536,15
ankh2_large,disorder_global,LogReg,mcc,8,0.2711,15
ankh2_large,disorder_global,LogReg,mcc,9,0.2973,15
ankh2_large,disorder_global,LogReg,mcc,10,0.446,15
ankh2_large,disorder_global,LogReg,mcc,11,0.1687,15
ankh2_large,disorder_global,LogReg,mcc,12,0.3305,15
ankh2_large,disorder_global,LogReg,mcc,13,0.3453,15
ankh2_large,disorder_global,LogReg,mcc,14,0.408,15
ankh2_large,disorder_global,RF,mcc,0,0.4796,15
ankh2_large,disorder_global,RF,mcc,1,0.2614,15
ankh2_large,disorder_global,RF,mcc,2,0.2926,15
ankh2_large,disorder_global,RF,mcc,3,0.2626,15
ankh2_large,disorder_global,RF,mcc,4,0.2009,15
ankh2_large,disorder_global,RF,mcc,5,0.3229,15
ankh2_large,disorder_global,RF,mcc,6,0.446,15
ankh2_large,disorder_global,RF,mcc,7,0.5105,15
ankh2_large,disorder_global,RF,mcc,8,0.294,15
ankh2_large,disorder_global,RF,mcc,9,0.2303,15
ankh2_large,disorder_global,RF,mcc,10,0.2648,15
ankh2_large,disorder_global,RF,mcc,11,0.4179,15
ankh2_large,disorder_global,RF,mcc,12,0.2614,15
ankh2_large,disorder_global,RF,mcc,13,0.252,15
ankh2_large,disorder_global,RF,mcc,14,0.2197,15
ankh2_large,disorder_global,MLP,mcc,0,0.4781,15
ankh2_large,disorder_global,MLP,mcc,1,0.2638,15
ankh2_large,disorder_global,MLP,mcc,2,0.3542,15
ankh2_large,disorder_global,MLP,mcc,3,0.2387,15
ankh2_large,disorder_global,MLP,mcc,4,0.2725,15
ankh2_large,disorder_global,MLP,mcc,5,0.5388,15
ankh2_large,disorder_global,MLP,mcc,6,0.2614,15
ankh2_large,disorder_global,MLP,mcc,7,0.3561,15
ankh2_large,disorder_global,MLP,mcc,8,0.2352,15
ankh2_large,disorder_global,MLP,mcc,9,0.2029,15
ankh2_large,disorder_global,MLP,mcc,10,0.2092,15
ankh2_large,disorder_global,MLP,mcc,11,0.4463,15
ankh2_large,disorder_global,MLP,mcc,12,0.0161,15
ankh2_large,disorder_global,MLP,mcc,13,0.2242,15
ankh2_large,disorder_global,MLP,mcc,14,0.3131,15
ankh2_large,acc_mean,LogReg,mcc,0,0.785,15
ankh2_large,acc_mean,LogReg,mcc,1,0.6,15
ankh2_large,acc_mean,LogReg,mcc,2,0.7882,15
ankh2_large,acc_mean,LogReg,mcc,3,0.7232,15
ankh2_large,acc_mean,LogReg,mcc,4,0.6348,15
ankh2_large,acc_mean,LogReg,mcc,5,0.6687,15
ankh2_large,acc_mean,LogReg,mcc,6,0.6638,15
ankh2_large,acc_mean,LogReg,mcc,7,0.7265,15
ankh2_large,acc_mean,LogReg,mcc,8,0.7591,15
ankh2_large,acc_mean,LogReg,mcc,9,0.7235,15
ankh2_large,acc_mean,LogReg,mcc,10,0.5698,15
ankh2_large,acc_mean,LogReg,mcc,11,0.6933,15
ankh2_large,acc_mean,LogReg,mcc,12,0.5706,15
ankh2_large,acc_mean,LogReg,mcc,13,0.6262,15
ankh2_large,acc_mean,LogReg,mcc,14,0.7559,15
ankh2_large,acc_mean,RF,mcc,0,0.6981,15
ankh2_large,acc_mean,RF,mcc,1,0.603,15
ankh2_large,acc_mean,RF,mcc,2,0.7945,15
ankh2_large,acc_mean,RF,mcc,3,0.7555,15
ankh2_large,acc_mean,RF,mcc,4,0.6322,15
ankh2_large,acc_mean,RF,mcc,5,0.8153,15
ankh2_large,acc_mean,RF,mcc,6,0.6933,15
ankh2_large,acc_mean,RF,mcc,7,0.8171,15
ankh2_large,acc_mean,RF,mcc,8,0.697,15
ankh2_large,acc_mean,RF,mcc,9,0.8153,15
ankh2_large,acc_mean,RF,mcc,10,0.6616,15
ankh2_large,acc_mean,RF,mcc,11,0.6638,15
ankh2_large,acc_mean,RF,mcc,12,0.6004,15
ankh2_large,acc_mean,RF,mcc,13,0.6363,15
ankh2_large,acc_mean,RF,mcc,14,0.7559,15
ankh2_large,acc_mean,MLP,mcc,0,0.7555,15
ankh2_large,acc_mean,MLP,mcc,1,0.6307,15
ankh2_large,acc_mean,MLP,mcc,2,0.7287,15
ankh2_large,acc_mean,MLP,mcc,3,0.9081,15
ankh2_large,acc_mean,MLP,mcc,4,0.6922,15
ankh2_large,acc_mean,MLP,mcc,5,0.8167,15
ankh2_large,acc_mean,MLP,mcc,6,0.6933,15
ankh2_large,acc_mean,MLP,mcc,7,0.8171,15
ankh2_large,acc_mean,MLP,mcc,8,0.7257,15
ankh2_large,acc_mean,MLP,mcc,9,0.755,15
ankh2_large,acc_mean,MLP,mcc,10,0.5151,15
ankh2_large,acc_mean,MLP,mcc,11,0.7311,15
ankh2_large,acc_mean,MLP,mcc,12,0.6922,15
ankh2_large,acc_mean,MLP,mcc,13,0.6299,15
ankh2_large,acc_mean,MLP,mcc,14,0.75,15
ankh2_large,aggregation_score,LogReg,mcc,0,0.6362,15
ankh2_large,aggregation_score,LogReg,mcc,1,0.4773,15
ankh2_large,aggregation_score,LogReg,mcc,2,0.4157,15
ankh2_large,aggregation_score,LogReg,mcc,3,0.4768,15
ankh2_large,aggregation_score,LogReg,mcc,4,0.509,15
ankh2_large,aggregation_score,LogReg,mcc,5,0.6348,15
ankh2_large,aggregation_score,LogReg,mcc,6,0.5081,15
ankh2_large,aggregation_score,LogReg,mcc,7,0.2944,15
ankh2_large,aggregation_score,LogReg,mcc,8,0.4796,15
ankh2_large,aggregation_score,LogReg,mcc,9,0.4157,15
ankh2_large,aggregation_score,LogReg,mcc,10,0.6,15
ankh2_large,aggregation_score,LogReg,mcc,11,0.3561,15
ankh2_large,aggregation_score,LogReg,mcc,12,0.5743,15
ankh2_large,aggregation_score,LogReg,mcc,13,0.4708,15
ankh2_large,aggregation_score,LogReg,mcc,14,0.5669,15
ankh2_large,aggregation_score,RF,mcc,0,0.5691,15
ankh2_large,aggregation_score,RF,mcc,1,0.3542,15
ankh2_large,aggregation_score,RF,mcc,2,0.2668,15
ankh2_large,aggregation_score,RF,mcc,3,0.4813,15
ankh2_large,aggregation_score,RF,mcc,4,0.294,15
ankh2_large,aggregation_score,RF,mcc,5,0.4474,15
ankh2_large,aggregation_score,RF,mcc,6,0.5076,15
ankh2_large,aggregation_score,RF,mcc,7,0.3229,15
ankh2_large,aggregation_score,RF,mcc,8,0.4271,15
ankh2_large,aggregation_score,RF,mcc,9,0.2926,15
ankh2_large,aggregation_score,RF,mcc,10,0.4505,15
ankh2_large,aggregation_score,RF,mcc,11,0.268,15
ankh2_large,aggregation_score,RF,mcc,12,0.4474,15
ankh2_large,aggregation_score,RF,mcc,13,0.441,15
ankh2_large,aggregation_score,RF,mcc,14,0.469,15
ankh2_large,aggregation_score,MLP,mcc,0,0.5727,15
ankh2_large,aggregation_score,MLP,mcc,1,0.4157,15
ankh2_large,aggregation_score,MLP,mcc,2,0.54,15
ankh2_large,aggregation_score,MLP,mcc,3,0.5384,15
ankh2_large,aggregation_score,MLP,mcc,4,0.4189,15
ankh2_large,aggregation_score,MLP,mcc,5,0.6348,15
ankh2_large,aggregation_score,MLP,mcc,6,0.3242,15
ankh2_large,aggregation_score,MLP,mcc,7,0.5388,15
ankh2_large,aggregation_score,MLP,mcc,8,0.3595,15
ankh2_large,aggregation_score,MLP,mcc,9,0.2648,15
ankh2_large,aggregation_score,MLP,mcc,10,0.6307,15
ankh2_large,aggregation_score,MLP,mcc,11,0.3643,15
ankh2_large,aggregation_score,MLP,mcc,12,0.4216,15
ankh2_large,aggregation_score,MLP,mcc,13,0.5315,15
ankh2_large,aggregation_score,MLP,mcc,14,0.469,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,0,0.6837,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,1,0.7371,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,2,0.7636,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,3,0.7764,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,4,0.7997,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,5,0.7565,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,6,0.8503,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,7,0.5062,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,8,0.7593,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,9,0.8435,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,10,0.635,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,11,0.7413,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,12,0.7278,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,13,0.8185,15
esm2_t33_650M_UR50D,fold_label,LogReg,f1_macro,14,0.5062,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,0,0.694,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,1,0.5372,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,2,0.5653,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,3,0.5357,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,4,0.5873,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,5,0.5167,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,6,0.415,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,7,0.3909,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,8,0.5929,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,9,0.3114,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,10,0.4165,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,11,0.508,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,12,0.5737,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,13,0.4702,15
esm2_t33_650M_UR50D,fold_label,RF,f1_macro,14,0.5272,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,0,0.6637,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,1,0.7862,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,2,0.6693,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,3,0.6307,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,4,0.6842,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,5,0.8209,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,6,0.6023,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,7,0.5228,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,8,0.5182,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,9,0.7042,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,10,0.6649,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,11,0.7213,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,12,0.4355,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,13,0.5004,15
esm2_t33_650M_UR50D,fold_label,MLP,f1_macro,14,0.6215,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,0,0.4641,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,1,0.4551,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,2,0.5158,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,3,0.3108,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,4,0.5264,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,5,0.3864,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,6,0.5017,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,7,0.6032,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,8,0.4205,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,9,0.4478,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,10,0.5005,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,11,0.5004,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,12,0.6145,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,13,0.47,15
esm2_t33_650M_UR50D,localization_class,LogReg,f1_macro,14,0.494,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,0,0.3455,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,1,0.3241,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,2,0.4446,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,3,0.2653,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,4,0.2531,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,5,0.4812,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,6,0.3496,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,7,0.525,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,8,0.3726,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,9,0.4866,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,10,0.4337,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,11,0.2832,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,12,0.2643,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,13,0.2361,15
esm2_t33_650M_UR50D,localization_class,RF,f1_macro,14,0.3721,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,0,0.4447,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,1,0.4527,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,2,0.579,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,3,0.2852,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,4,0.4946,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,5,0.491,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,6,0.4429,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,7,0.5899,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,8,0.4621,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,9,0.4304,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,10,0.622,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,11,0.3395,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,12,0.4622,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,13,0.4198,15
esm2_t33_650M_UR50D,localization_class,MLP,f1_macro,14,0.4436,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,0,0.7929,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,1,0.8272,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,2,0.8472,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,3,0.9222,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,4,1.0,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,5,0.6827,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,6,0.8389,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,7,0.756,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,8,0.8611,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,9,0.7381,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,10,0.8056,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,11,0.6786,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,12,0.4725,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,13,0.6389,15
esm2_t33_650M_UR50D,species_label,LogReg,f1_macro,14,0.8434,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,0,0.6071,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,1,0.6071,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,2,0.9035,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,3,0.4143,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,4,0.5974,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,5,0.5587,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,6,0.9524,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,7,0.7868,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,8,0.9591,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,9,0.6916,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,10,0.529,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,11,0.5457,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,12,0.378,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,13,0.6212,15
esm2_t33_650M_UR50D,species_label,RF,f1_macro,14,0.7976,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,0,0.7708,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,1,0.6717,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,2,0.9035,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,3,0.6389,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,4,1.0,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,5,0.7368,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,6,0.9035,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,7,0.7868,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,8,0.9591,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,9,0.6605,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,10,0.9097,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,11,0.6786,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,12,0.462,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,13,0.6722,15
esm2_t33_650M_UR50D,species_label,MLP,f1_macro,14,0.7143,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,0,0.4325,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,1,0.7699,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,2,0.5655,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,3,0.5655,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,4,0.5655,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,5,0.5655,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,6,0.646,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,7,0.3048,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,8,0.1298,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,9,0.2093,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,10,0.2687,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,11,0.1298,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,12,0.3038,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,13,0.3474,15
esm2_t33_650M_UR50D,tm_label,LogReg,mcc,14,0.4161,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,0,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,1,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,2,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,3,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,4,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,5,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,6,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,7,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,8,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,9,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,10,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,11,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,12,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,13,0.0,15
esm2_t33_650M_UR50D,tm_label,RF,mcc,14,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,0,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,1,0.5655,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,2,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,3,0.4325,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,4,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,5,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,6,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,7,-0.0373,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,8,-0.0668,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,9,0.2812,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,10,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,11,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,12,0.0,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,13,-0.0541,15
esm2_t33_650M_UR50D,tm_label,MLP,mcc,14,-0.0379,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,0,0.3242,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,1,0.2315,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,2,0.2924,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,3,0.3542,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,4,0.2614,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,5,0.1695,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,6,0.301,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,7,0.2614,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,8,0.3846,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,9,0.1691,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,10,0.4157,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,11,0.1071,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,12,0.3561,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,13,0.469,15
esm2_t33_650M_UR50D,disorder_global,LogReg,mcc,14,0.3523,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,0,0.3241,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,1,0.0767,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,2,0.294,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,3,0.2311,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,4,0.3601,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,5,0.1687,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,6,0.1998,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,7,0.3886,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,8,0.3306,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,9,0.1691,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,10,0.2614,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,11,0.2855,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,12,0.2092,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,13,0.5315,15
esm2_t33_650M_UR50D,disorder_global,RF,mcc,14,0.3757,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,0,0.2919,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,1,0.201,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,2,0.2614,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,3,0.3643,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,4,0.2305,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,5,0.079,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,6,0.3543,15
