model,task,clf,metric,fold,score_cv,k
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,7,0.4152,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,8,0.3229,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,9,0.1994,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,10,0.2648,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,11,0.3305,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,12,0.2311,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,13,0.2847,15
esm2_t33_650M_UR50D,disorder_global,MLP,mcc,14,0.4375,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,0,0.6922,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,1,0.697,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,2,0.6616,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,3,0.7257,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,4,0.7232,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,5,0.7882,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,6,0.6315,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,7,0.7235,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,8,0.6933,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,9,0.7945,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,10,0.6933,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,11,0.7882,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,12,0.76,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,13,0.7515,15
esm2_t33_650M_UR50D,acc_mean,LogReg,mcc,14,0.6999,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,0,0.6648,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,1,0.6004,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,2,0.6938,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,3,0.6638,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,4,0.6322,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,5,0.7265,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,6,0.6019,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,7,0.6322,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,8,0.5384,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,9,0.6933,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,10,0.5698,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,11,0.6638,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,12,0.6004,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,13,0.7191,15
esm2_t33_650M_UR50D,acc_mean,RF,mcc,14,0.7635,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,0,0.6616,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,1,0.6638,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,2,0.7555,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,3,0.6687,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,4,0.603,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,5,0.7555,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,6,0.6619,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,7,0.7882,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,8,0.6322,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,9,0.7882,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,10,0.5727,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,11,0.5727,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,12,0.6362,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,13,0.7816,15
esm2_t33_650M_UR50D,acc_mean,MLP,mcc,14,0.6929,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,0,0.5105,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,1,0.5691,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,2,0.2919,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,3,0.5691,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,4,0.446,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,5,0.5803,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,6,0.6004,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,7,0.4463,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,8,0.2973,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,9,0.4162,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,10,0.6019,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,11,0.4474,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,12,0.3886,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,13,0.2505,15
esm2_t33_650M_UR50D,aggregation_score,LogReg,mcc,14,0.5636,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,0,0.6322,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,1,0.2919,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,2,0.4768,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,3,0.3601,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,4,0.4162,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,5,0.4554,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,6,0.5727,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,7,0.4157,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,8,0.4622,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,9,0.3543,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,10,0.5727,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,11,0.1709,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,12,0.3229,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,13,0.315,15
esm2_t33_650M_UR50D,aggregation_score,RF,mcc,14,0.5,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,0,0.6616,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,1,0.5081,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,2,0.5076,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,3,0.6613,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,4,0.3266,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,5,0.6938,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,6,0.6,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,7,0.5384,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,8,0.4554,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,9,0.509,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,10,0.6619,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,11,0.4796,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,12,0.3595,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,13,0.375,15
esm2_t33_650M_UR50D,aggregation_score,MLP,mcc,14,0.6875,15
ankh_large,fold_label,LogReg,f1_macro,0,0.8633,15
ankh_large,fold_label,LogReg,f1_macro,1,0.8916,15
ankh_large,fold_label,LogReg,f1_macro,2,0.7452,15
ankh_large,fold_label,LogReg,f1_macro,3,0.7208,15
ankh_large,fold_label,LogReg,f1_macro,4,0.7485,15
ankh_large,fold_label,LogReg,f1_macro,5,0.6545,15
ankh_large,fold_label,LogReg,f1_macro,6,0.7939,15
ankh_large,fold_label,LogReg,f1_macro,7,0.7054,15
ankh_large,fold_label,LogReg,f1_macro,8,0.7152,15
ankh_large,fold_label,LogReg,f1_macro,9,0.7038,15
ankh_large,fold_label,LogReg,f1_macro,10,0.7207,15
ankh_large,fold_label,LogReg,f1_macro,11,0.6812,15
ankh_large,fold_label,LogReg,f1_macro,12,0.7059,15
ankh_large,fold_label,LogReg,f1_macro,13,0.6709,15
ankh_large,fold_label,LogReg,f1_macro,14,0.6462,15
ankh_large,fold_label,RF,f1_macro,0,0.5844,15
ankh_large,fold_label,RF,f1_macro,1,0.6092,15
ankh_large,fold_label,RF,f1_macro,2,0.578,15
ankh_large,fold_label,RF,f1_macro,3,0.2558,15
ankh_large,fold_label,RF,f1_macro,4,0.6052,15
ankh_large,fold_label,RF,f1_macro,5,0.5641,15
ankh_large,fold_label,RF,f1_macro,6,0.509,15
ankh_large,fold_label,RF,f1_macro,7,0.478,15
ankh_large,fold_label,RF,f1_macro,8,0.5197,15
ankh_large,fold_label,RF,f1_macro,9,0.4686,15
ankh_large,fold_label,RF,f1_macro,10,0.6391,15
ankh_large,fold_label,RF,f1_macro,11,0.5764,15
ankh_large,fold_label,RF,f1_macro,12,0.4452,15
ankh_large,fold_label,RF,f1_macro,13,0.458,15
ankh_large,fold_label,RF,f1_macro,14,0.4279,15
ankh_large,fold_label,MLP,f1_macro,0,0.8991,15
ankh_large,fold_label,MLP,f1_macro,1,0.6942,15
ankh_large,fold_label,MLP,f1_macro,2,0.7162,15
ankh_large,fold_label,MLP,f1_macro,3,0.5895,15
ankh_large,fold_label,MLP,f1_macro,4,0.7372,15
ankh_large,fold_label,MLP,f1_macro,5,0.7399,15
ankh_large,fold_label,MLP,f1_macro,6,0.4411,15
ankh_large,fold_label,MLP,f1_macro,7,0.6451,15
ankh_large,fold_label,MLP,f1_macro,8,0.629,15
ankh_large,fold_label,MLP,f1_macro,9,0.7311,15
ankh_large,fold_label,MLP,f1_macro,10,0.7254,15
ankh_large,fold_label,MLP,f1_macro,11,0.631,15
ankh_large,fold_label,MLP,f1_macro,12,0.6509,15
ankh_large,fold_label,MLP,f1_macro,13,0.6041,15
ankh_large,fold_label,MLP,f1_macro,14,0.464,15
ankh_large,localization_class,LogReg,f1_macro,0,0.406,15
ankh_large,localization_class,LogReg,f1_macro,1,0.6114,15
ankh_large,localization_class,LogReg,f1_macro,2,0.6147,15
ankh_large,localization_class,LogReg,f1_macro,3,0.5143,15
ankh_large,localization_class,LogReg,f1_macro,4,0.3357,15
ankh_large,localization_class,LogReg,f1_macro,5,0.5543,15
ankh_large,localization_class,LogReg,f1_macro,6,0.4068,15
ankh_large,localization_class,LogReg,f1_macro,7,0.6679,15
ankh_large,localization_class,LogReg,f1_macro,8,0.5703,15
ankh_large,localization_class,LogReg,f1_macro,9,0.4165,15
ankh_large,localization_class,LogReg,f1_macro,10,0.5846,15
ankh_large,localization_class,LogReg,f1_macro,11,0.3839,15
ankh_large,localization_class,LogReg,f1_macro,12,0.5647,15
ankh_large,localization_class,LogReg,f1_macro,13,0.4671,15
ankh_large,localization_class,LogReg,f1_macro,14,0.5877,15
ankh_large,localization_class,RF,f1_macro,0,0.3653,15
ankh_large,localization_class,RF,f1_macro,1,0.2501,15
ankh_large,localization_class,RF,f1_macro,2,0.3806,15
ankh_large,localization_class,RF,f1_macro,3,0.3104,15
ankh_large,localization_class,RF,f1_macro,4,0.1091,15
ankh_large,localization_class,RF,f1_macro,5,0.3533,15
ankh_large,localization_class,RF,f1_macro,6,0.2634,15
ankh_large,localization_class,RF,f1_macro,7,0.3991,15
ankh_large,localization_class,RF,f1_macro,8,0.3964,15
ankh_large,localization_class,RF,f1_macro,9,0.4089,15
ankh_large,localization_class,RF,f1_macro,10,0.3643,15
ankh_large,localization_class,RF,f1_macro,11,0.2553,15
ankh_large,localization_class,RF,f1_macro,12,0.481,15
ankh_large,localization_class,RF,f1_macro,13,0.3067,15
ankh_large,localization_class,RF,f1_macro,14,0.2526,15
ankh_large,localization_class,MLP,f1_macro,0,0.4205,15
ankh_large,localization_class,MLP,f1_macro,1,0.4373,15
ankh_large,localization_class,MLP,f1_macro,2,0.4776,15
ankh_large,localization_class,MLP,f1_macro,3,0.3312,15
ankh_large,localization_class,MLP,f1_macro,4,0.4229,15
ankh_large,localization_class,MLP,f1_macro,5,0.5507,15
ankh_large,localization_class,MLP,f1_macro,6,0.5297,15
ankh_large,localization_class,MLP,f1_macro,7,0.6037,15
ankh_large,localization_class,MLP,f1_macro,8,0.6146,15
ankh_large,localization_class,MLP,f1_macro,9,0.4137,15
ankh_large,localization_class,MLP,f1_macro,10,0.6535,15
ankh_large,localization_class,MLP,f1_macro,11,0.4741,15
ankh_large,localization_class,MLP,f1_macro,12,0.4821,15
ankh_large,localization_class,MLP,f1_macro,13,0.4636,15
ankh_large,localization_class,MLP,f1_macro,14,0.5258,15
ankh_large,species_label,LogReg,f1_macro,0,0.5694,15
ankh_large,species_label,LogReg,f1_macro,1,0.6995,15
ankh_large,species_label,LogReg,f1_macro,2,1.0,15
ankh_large,species_label,LogReg,f1_macro,3,0.3405,15
ankh_large,species_label,LogReg,f1_macro,4,1.0,15
ankh_large,species_label,LogReg,f1_macro,5,0.8639,15
ankh_large,species_label,LogReg,f1_macro,6,0.9591,15
ankh_large,species_label,LogReg,f1_macro,7,0.7868,15
ankh_large,species_label,LogReg,f1_macro,8,0.8944,15
ankh_large,species_label,LogReg,f1_macro,9,0.8939,15
ankh_large,species_label,LogReg,f1_macro,10,0.7523,15
ankh_large,species_label,LogReg,f1_macro,11,0.8865,15
ankh_large,species_label,LogReg,f1_macro,12,0.3772,15
ankh_large,species_label,LogReg,f1_macro,13,0.4722,15
ankh_large,species_label,LogReg,f1_macro,14,0.8202,15
ankh_large,species_label,RF,f1_macro,0,0.2381,15
ankh_large,species_label,RF,f1_macro,1,0.2589,15
ankh_large,species_label,RF,f1_macro,2,0.3832,15
ankh_large,species_label,RF,f1_macro,3,0.2633,15
ankh_large,species_label,RF,f1_macro,4,0.5587,15
ankh_large,species_label,RF,f1_macro,5,0.3304,15
ankh_large,species_label,RF,f1_macro,6,0.2833,15
ankh_large,species_label,RF,f1_macro,7,0.625,15
ankh_large,species_label,RF,f1_macro,8,0.55,15
ankh_large,species_label,RF,f1_macro,9,0.2798,15
ankh_large,species_label,RF,f1_macro,10,0.3168,15
ankh_large,species_label,RF,f1_macro,11,0.18,15
ankh_large,species_label,RF,f1_macro,12,0.3623,15
ankh_large,species_label,RF,f1_macro,13,0.2875,15
ankh_large,species_label,RF,f1_macro,14,0.1875,15
ankh_large,species_label,MLP,f1_macro,0,0.5238,15
ankh_large,species_label,MLP,f1_macro,1,0.6,15
ankh_large,species_label,MLP,f1_macro,2,0.5268,15
ankh_large,species_label,MLP,f1_macro,3,0.3405,15
ankh_large,species_label,MLP,f1_macro,4,0.7105,15
ankh_large,species_label,MLP,f1_macro,5,0.4268,15
ankh_large,species_label,MLP,f1_macro,6,0.5136,15
ankh_large,species_label,MLP,f1_macro,7,0.5269,15
ankh_large,species_label,MLP,f1_macro,8,0.8185,15
ankh_large,species_label,MLP,f1_macro,9,0.6341,15
ankh_large,species_label,MLP,f1_macro,10,0.6729,15
ankh_large,species_label,MLP,f1_macro,11,0.5952,15
ankh_large,species_label,MLP,f1_macro,12,0.5476,15
ankh_large,species_label,MLP,f1_macro,13,0.2953,15
ankh_large,species_label,MLP,f1_macro,14,0.4643,15
ankh_large,tm_label,LogReg,mcc,0,0.2101,15
ankh_large,tm_label,LogReg,mcc,1,0.2818,15
ankh_large,tm_label,LogReg,mcc,2,0.1644,15
ankh_large,tm_label,LogReg,mcc,3,0.5049,15
ankh_large,tm_label,LogReg,mcc,4,0.4858,15
ankh_large,tm_label,LogReg,mcc,5,0.5655,15
ankh_large,tm_label,LogReg,mcc,6,0.2818,15
ankh_large,tm_label,LogReg,mcc,7,0.4858,15
ankh_large,tm_label,LogReg,mcc,8,-0.0541,15
ankh_large,tm_label,LogReg,mcc,9,0.5041,15
ankh_large,tm_label,LogReg,mcc,10,0.4853,15
ankh_large,tm_label,LogReg,mcc,11,0.1298,15
ankh_large,tm_label,LogReg,mcc,12,0.2093,15
ankh_large,tm_label,LogReg,mcc,13,0.5041,15
ankh_large,tm_label,LogReg,mcc,14,0.1298,15
ankh_large,tm_label,RF,mcc,0,0.0,15
ankh_large,tm_label,RF,mcc,1,0.0,15
ankh_large,tm_label,RF,mcc,2,0.0,15
ankh_large,tm_label,RF,mcc,3,0.0,15
ankh_large,tm_label,RF,mcc,4,0.0,15
ankh_large,tm_label,RF,mcc,5,0.0,15
ankh_large,tm_label,RF,mcc,6,0.0,15
ankh_large,tm_label,RF,mcc,7,0.0,15
ankh_large,tm_label,RF,mcc,8,0.0,15
ankh_large,tm_label,RF,mcc,9,0.0,15
ankh_large,tm_label,RF,mcc,10,0.0,15
ankh_large,tm_label,RF,mcc,11,0.0,15
ankh_large,tm_label,RF,mcc,12,0.0,15
ankh_large,tm_label,RF,mcc,13,0.0,15
ankh_large,tm_label,RF,mcc,14,0.0,15
ankh_large,tm_label,MLP,mcc,0,0.0,15
ankh_large,tm_label,MLP,mcc,1,0.0,15
ankh_large,tm_label,MLP,mcc,2,0.0,15
ankh_large,tm_label,MLP,mcc,3,0.0,15
ankh_large,tm_label,MLP,mcc,4,0.0,15
ankh_large,tm_label,MLP,mcc,5,0.0,15
ankh_large,tm_label,MLP,mcc,6,0.0,15
ankh_large,tm_label,MLP,mcc,7,0.0,15
ankh_large,tm_label,MLP,mcc,8,0.0,15
ankh_large,tm_label,MLP,mcc,9,0.0,15
ankh_large,tm_label,MLP,mcc,10,0.0,15
ankh_large,tm_label,MLP,mcc,11,0.0,15
ankh_large,tm_label,MLP,mcc,12,0.0,15
ankh_large,tm_label,MLP,mcc,13,0.0,15
ankh_large,tm_label,MLP,mcc,14,0.0,15
ankh_large,disorder_global,LogReg,mcc,0,0.2315,15
ankh_large,disorder_global,LogReg,mcc,1,0.3561,15
ankh_large,disorder_global,LogReg,mcc,2,0.2614,15
ankh_large,disorder_global,LogReg,mcc,3,0.201,15
ankh_large,disorder_global,LogReg,mcc,4,0.1092,15
ankh_large,disorder_global,LogReg,mcc,5,0.4157,15
ankh_large,disorder_global,LogReg,mcc,6,0.1998,15
ankh_large,disorder_global,LogReg,mcc,7,0.3542,15
ankh_large,disorder_global,LogReg,mcc,8,0.301,15
ankh_large,disorder_global,LogReg,mcc,9,0.1687,15
ankh_large,disorder_global,LogReg,mcc,10,0.3229,15
ankh_large,disorder_global,LogReg,mcc,11,0.2725,15
ankh_large,disorder_global,LogReg,mcc,12,0.2648,15
ankh_large,disorder_global,LogReg,mcc,13,0.3757,15
ankh_large,disorder_global,LogReg,mcc,14,0.3757,15
ankh_large,disorder_global,RF,mcc,0,0.446,15
ankh_large,disorder_global,RF,mcc,1,0.1695,15
ankh_large,disorder_global,RF,mcc,2,0.3595,15
ankh_large,disorder_global,RF,mcc,3,0.1998,15
ankh_large,disorder_global,RF,mcc,4,0.1092,15
ankh_large,disorder_global,RF,mcc,5,0.2944,15
ankh_large,disorder_global,RF,mcc,6,0.3242,15
ankh_large,disorder_global,RF,mcc,7,0.5076,15
ankh_large,disorder_global,RF,mcc,8,0.3229,15
ankh_large,disorder_global,RF,mcc,9,0.2303,15
ankh_large,disorder_global,RF,mcc,10,0.446,15
ankh_large,disorder_global,RF,mcc,11,0.3643,15
ankh_large,disorder_global,RF,mcc,12,0.2352,15
ankh_large,disorder_global,RF,mcc,13,0.252,15
ankh_large,disorder_global,RF,mcc,14,0.3131,15
ankh_large,disorder_global,MLP,mcc,0,0.4781,15
ankh_large,disorder_global,MLP,mcc,1,0.2919,15
ankh_large,disorder_global,MLP,mcc,2,0.3846,15
ankh_large,disorder_global,MLP,mcc,3,0.2973,15
ankh_large,disorder_global,MLP,mcc,4,0.2614,15
ankh_large,disorder_global,MLP,mcc,5,0.5178,15
ankh_large,disorder_global,MLP,mcc,6,0.2612,15
ankh_large,disorder_global,MLP,mcc,7,0.4773,15
ankh_large,disorder_global,MLP,mcc,8,0.076,15
ankh_large,disorder_global,MLP,mcc,9,0.0475,15
ankh_large,disorder_global,MLP,mcc,10,0.4622,15
ankh_large,disorder_global,MLP,mcc,11,0.3643,15
ankh_large,disorder_global,MLP,mcc,12,0.2648,15
ankh_large,disorder_global,MLP,mcc,13,0.25,15
ankh_large,disorder_global,MLP,mcc,14,0.2847,15
ankh_large,acc_mean,LogReg,mcc,0,0.785,15
ankh_large,acc_mean,LogReg,mcc,1,0.5384,15
ankh_large,acc_mean,LogReg,mcc,2,0.785,15
ankh_large,acc_mean,LogReg,mcc,3,0.7876,15
ankh_large,acc_mean,LogReg,mcc,4,0.6619,15
ankh_large,acc_mean,LogReg,mcc,5,0.6348,15
ankh_large,acc_mean,LogReg,mcc,6,0.7311,15
ankh_large,acc_mean,LogReg,mcc,7,0.7555,15
ankh_large,acc_mean,LogReg,mcc,8,0.7257,15
ankh_large,acc_mean,LogReg,mcc,9,0.7235,15
ankh_large,acc_mean,LogReg,mcc,10,0.6,15
ankh_large,acc_mean,LogReg,mcc,11,0.755,15
ankh_large,acc_mean,LogReg,mcc,12,0.6081,15
ankh_large,acc_mean,LogReg,mcc,13,0.5336,15
ankh_large,acc_mean,LogReg,mcc,14,0.6929,15
ankh_large,acc_mean,RF,mcc,0,0.6702,15
ankh_large,acc_mean,RF,mcc,1,0.6322,15
ankh_large,acc_mean,RF,mcc,2,0.6648,15
ankh_large,acc_mean,RF,mcc,3,0.7538,15
ankh_large,acc_mean,RF,mcc,4,0.6702,15
ankh_large,acc_mean,RF,mcc,5,0.7555,15
ankh_large,acc_mean,RF,mcc,6,0.6348,15
ankh_large,acc_mean,RF,mcc,7,0.7882,15
ankh_large,acc_mean,RF,mcc,8,0.6616,15
ankh_large,acc_mean,RF,mcc,9,0.7538,15
ankh_large,acc_mean,RF,mcc,10,0.5779,15
ankh_large,acc_mean,RF,mcc,11,0.5727,15
ankh_large,acc_mean,RF,mcc,12,0.5691,15
ankh_large,acc_mean,RF,mcc,13,0.6644,15
ankh_large,acc_mean,RF,mcc,14,0.7191,15
ankh_large,acc_mean,MLP,mcc,0,0.7232,15
ankh_large,acc_mean,MLP,mcc,1,0.6322,15
ankh_large,acc_mean,MLP,mcc,2,0.6702,15
ankh_large,acc_mean,MLP,mcc,3,0.8167,15
ankh_large,acc_mean,MLP,mcc,4,0.6619,15
ankh_large,acc_mean,MLP,mcc,5,0.8171,15
ankh_large,acc_mean,MLP,mcc,6,0.6348,15
ankh_large,acc_mean,MLP,mcc,7,0.7882,15
ankh_large,acc_mean,MLP,mcc,8,0.6638,15
ankh_large,acc_mean,MLP,mcc,9,0.6362,15
ankh_large,acc_mean,MLP,mcc,10,0.6933,15
ankh_large,acc_mean,MLP,mcc,11,0.7311,15
ankh_large,acc_mean,MLP,mcc,12,0.6619,15
ankh_large,acc_mean,MLP,mcc,13,0.6929,15
ankh_large,acc_mean,MLP,mcc,14,0.6888,15
ankh_large,aggregation_score,LogReg,mcc,0,0.6619,15
ankh_large,aggregation_score,LogReg,mcc,1,0.4796,15
ankh_large,aggregation_score,LogReg,mcc,2,0.4162,15
ankh_large,aggregation_score,LogReg,mcc,3,0.3845,15
ankh_large,aggregation_score,LogReg,mcc,4,0.446,15
ankh_large,aggregation_score,LogReg,mcc,5,0.4768,15
ankh_large,aggregation_score,LogReg,mcc,6,0.6616,15
ankh_large,aggregation_score,LogReg,mcc,7,0.4781,15
ankh_large,aggregation_score,LogReg,mcc,8,0.4157,15
ankh_large,aggregation_score,LogReg,mcc,9,0.3242,15
ankh_large,aggregation_score,LogReg,mcc,10,0.4773,15
ankh_large,aggregation_score,LogReg,mcc,11,0.4796,15
ankh_large,aggregation_score,LogReg,mcc,12,0.5081,15
ankh_large,aggregation_score,LogReg,mcc,13,0.4708,15
ankh_large,aggregation_score,LogReg,mcc,14,0.6011,15
ankh_large,aggregation_score,RF,mcc,0,0.5388,15
ankh_large,aggregation_score,RF,mcc,1,0.5076,15
ankh_large,aggregation_score,RF,mcc,2,0.4189,15
ankh_large,aggregation_score,RF,mcc,3,0.3846,15
